"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-02-04,"BC","Fraser","Unknown",0,0.14
2021-02-04,"BC","Interior","All",59,60.86
2021-02-04,"BC","Interior","East Kootenay",1,1.71
2021-02-04,"BC","Interior","Kootenay Boundary",1,0.29
2021-02-04,"BC","Interior","Okanagan",22,22.14
2021-02-04,"BC","Interior","Thompson Cariboo Shuswap",35,36.71
2021-02-04,"BC","Northern","All",70,42
2021-02-04,"BC","Northern","Northeast",15,8
2021-02-04,"BC","Northern","Northern Interior",24,15.86
2021-02-04,"BC","Northern","Northwest",31,18.14
2021-02-04,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-02-04,"BC","Vancouver Coastal","All",111,101.29
2021-02-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",33,44.29
2021-02-04,"BC","Vancouver Coastal","Richmond",9,6.29
2021-02-04,"BC","Vancouver Coastal","Unknown",1,0.14
2021-02-04,"BC","Vancouver Coastal","Vancouver",68,50.57
2021-02-04,"BC","Vancouver Island","All",28,27.14
2021-02-04,"BC","Vancouver Island","Central Vancouver Island",20,20.29
2021-02-04,"BC","Vancouver Island","North Vancouver Island",1,1.14
2021-02-04,"BC","Vancouver Island","South Vancouver Island",7,5.71
2021-02-04,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-02-05,"BC","All","All",444,423.29
2021-02-05,"BC","Fraser","All",196,189
2021-02-05,"BC","Fraser","Fraser East",46,39.14
2021-02-05,"BC","Fraser","Fraser North",55,45.29
2021-02-05,"BC","Fraser","Fraser South",95,104.43
2021-02-05,"BC","Fraser","Unknown",0,0.14
2021-02-05,"BC","Interior","All",85,64.57
2021-02-05,"BC","Interior","East Kootenay",0,1
2021-02-05,"BC","Interior","Kootenay Boundary",0,0.29
2021-02-05,"BC","Interior","Okanagan",12,20.57
2021-02-05,"BC","Interior","Thompson Cariboo Shuswap",73,42.71
2021-02-05,"BC","Northern","All",27,40.71
2021-02-05,"BC","Northern","Northeast",13,8.43
2021-02-05,"BC","Northern","Northern Interior",5,14.29
2021-02-05,"BC","Northern","Northwest",9,18
2021-02-05,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-02-05,"BC","Vancouver Coastal","All",98,99.29
2021-02-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",36,43
2021-02-05,"BC","Vancouver Coastal","Richmond",10,6.86
2021-02-05,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-05,"BC","Vancouver Coastal","Vancouver",52,49.29
2021-02-05,"BC","Vancouver Island","All",38,29.71
2021-02-05,"BC","Vancouver Island","Central Vancouver Island",29,22.57
2021-02-05,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-05,"BC","Vancouver Island","South Vancouver Island",9,6.29
2021-02-05,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-02-06,"BC","All","All",482,423.86
2021-02-06,"BC","Fraser","All",235,195
2021-02-06,"BC","Fraser","Fraser East",39,40.43
2021-02-06,"BC","Fraser","Fraser North",52,45.57
2021-02-06,"BC","Fraser","Fraser South",144,108.86
2021-02-06,"BC","Fraser","Unknown",0,0.14
2021-02-06,"BC","Interior","All",51,58.14
2021-02-06,"BC","Interior","East Kootenay",1,0.71
2021-02-06,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-06,"BC","Interior","Okanagan",20,17.71
2021-02-06,"BC","Interior","Thompson Cariboo Shuswap",30,39.57
2021-02-06,"BC","Northern","All",75,46.29
2021-02-06,"BC","Northern","Northeast",10,8.86
2021-02-06,"BC","Northern","Northern Interior",30,16
2021-02-06,"BC","Northern","Northwest",35,21.43
2021-02-06,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-02-06,"BC","Vancouver Coastal","All",98,95.86
2021-02-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",36,38.29
2021-02-06,"BC","Vancouver Coastal","Richmond",2,6.14
2021-02-06,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-06,"BC","Vancouver Coastal","Vancouver",60,51.29
2021-02-06,"BC","Vancouver Island","All",23,28.57
2021-02-06,"BC","Vancouver Island","Central Vancouver Island",10,20.29
2021-02-06,"BC","Vancouver Island","North Vancouver Island",1,1
2021-02-06,"BC","Vancouver Island","South Vancouver Island",12,7.29
2021-02-06,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2021-02-07,"BC","All","All",346,431.14
2021-02-07,"BC","Fraser","All",191,203.43
2021-02-07,"BC","Fraser","Fraser East",44,41.86
2021-02-07,"BC","Fraser","Fraser North",52,49.29
2021-02-07,"BC","Fraser","Fraser South",94,112
2021-02-07,"BC","Fraser","Unknown",1,0.29
2021-02-07,"BC","Interior","All",23,55.29
2021-02-07,"BC","Interior","East Kootenay",0,0.71
2021-02-07,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-07,"BC","Interior","Okanagan",3,15.86
2021-02-07,"BC","Interior","Thompson Cariboo Shuswap",20,38.57
2021-02-07,"BC","Northern","All",34,46.57
2021-02-07,"BC","Northern","Northeast",11,9.29
2021-02-07,"BC","Northern","Northern Interior",7,15.57
2021-02-07,"BC","Northern","Northwest",16,21.71
2021-02-07,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-02-07,"BC","Vancouver Coastal","All",73,98
2021-02-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",24,39.43
2021-02-07,"BC","Vancouver Coastal","Richmond",4,5.86
2021-02-07,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-07,"BC","Vancouver Coastal","Vancouver",45,52.57
2021-02-07,"BC","Vancouver Island","All",25,27.86
2021-02-07,"BC","Vancouver Island","Central Vancouver Island",20,19.43
2021-02-07,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-07,"BC","Vancouver Island","South Vancouver Island",5,7.57
2021-02-07,"Out of Canada","Out of Canada","Out of Canada",2,0.57
2021-02-08,"BC","All","All",393,430.57
2021-02-08,"BC","Fraser","All",216,207.57
2021-02-08,"BC","Fraser","Fraser East",40,42.29
2021-02-08,"BC","Fraser","Fraser North",53,49.86
2021-02-08,"BC","Fraser","Fraser South",123,115.14
2021-02-08,"BC","Fraser","Unknown",0,0.29
2021-02-08,"BC","Interior","All",46,55
2021-02-08,"BC","Interior","East Kootenay",2,0.86
2021-02-08,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-08,"BC","Interior","Okanagan",11,15.71
2021-02-08,"BC","Interior","Thompson Cariboo Shuswap",33,38.29
2021-02-08,"BC","Northern","All",28,46.43
2021-02-08,"BC","Northern","Northeast",1,8.86
2021-02-08,"BC","Northern","Northern Interior",14,16
2021-02-08,"BC","Northern","Northwest",13,21.57
2021-02-08,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-02-08,"BC","Vancouver Coastal","All",79,94.43
2021-02-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",34,37
2021-02-08,"BC","Vancouver Coastal","Richmond",4,5.71
2021-02-08,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-08,"BC","Vancouver Coastal","Vancouver",41,51.57
2021-02-08,"BC","Vancouver Island","All",24,27.14
2021-02-08,"BC","Vancouver Island","Central Vancouver Island",13,18
2021-02-08,"BC","Vancouver Island","North Vancouver Island",3,1.14
2021-02-08,"BC","Vancouver Island","South Vancouver Island",8,8
2021-02-08,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-02-09,"BC","All","All",474,440.86
2021-02-09,"BC","Fraser","All",247,216.86
2021-02-09,"BC","Fraser","Fraser East",71,46.29
2021-02-09,"BC","Fraser","Fraser North",72,55.43
2021-02-09,"BC","Fraser","Fraser South",104,114.86
2021-02-09,"BC","Fraser","Unknown",0,0.29
2021-02-09,"BC","Interior","All",47,53
2021-02-09,"BC","Interior","East Kootenay",0,0.86
2021-02-09,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-09,"BC","Interior","Okanagan",10,14.71
2021-02-09,"BC","Interior","Thompson Cariboo Shuswap",37,37.29
2021-02-09,"BC","Northern","All",52,49.43
